applicant_id,income,loan_amount,term,credit_history,default
042f63d2-e6de-445a-a375-7ca317e5cdd8,18671,624708,36,1,1
acdca5b7-10b5-43e0-bea7-2e84778cb3ea,34671,946196,18,1,0
5257345b-1080-405d-8da9-9c9d8d09599f,22813,350069,42,0,0
45317da5-0195-44b9-951c-b3cb9db8d88e,23578,772286,12,1,0
74e6361a-99ca-4718-b0e1-5bdd7e516f3a,19438,472126,60,1,1
2c085b33-5339-4560-a126-df265718fad3,10623,875218,54,1,1
138e7705-bda0-412e-9959-af01d14032e1,23923,838963,60,1,0
8173a9fb-a38b-4ef7-b932-1f75264b202c,20418,136606,36,1,0
985207c0-ab8e-49ca-bfad-b77c24958fab,23324,462446,36,1,1
290c51af-534d-4bf9-8ba3-16585939dde5,34805,569799,30,1,1
78ec72ba-eb01-41a0-8963-8a5133b7b677,14225,500022,18,1,0
721a5c86-afcb-4fd6-ac30-0b2dc4e8393b,18156,661075,6,1,0
8d50a088-f9c1-4aa9-96d7-bc6daa28e09c,25670,288352,42,0,0
8f8c9ffd-5aaa-4572-b670-8fe60bc6ab66,22593,213289,54,1,0
7cdc4b8b-1f67-4c07-85d3-c75ca2887d29,0,869805,30,1,0
db432276-b0b0-401f-9de4-02a4877d3bde,22193,116737,42,1,1
bc81022b-f0e3-4d8f-9bfe-a68dac7ec119,13791,338896,48,0,0
b36a1c53-8c27-42df-a2b3-cb7cc9d0ef05,29502,635568,18,0,1
b8e442af-7479-4a62-aea2-0cde1c4b2a23,25136,523470,48,0,1
af649064-229e-417a-bb2c-2198053c864b,9640,953871,48,0,1
cd55981a-21e9-4d93-b6ab-b00515a82827,23258,952802,30,1,0
d71fb993-74fa-4e65-9955-764d3b6c5bee,9971,582721,60,0,1
30ca2365-4ee0-4f22-a66c-6e0fffb548d1,27633,938688,12,0,0
bf109000-8a95-4bfe-9297-e2086781abe4,15141,372424,36,1,1
f8fd5428-4173-4379-88cb-9af5ac83c781,21915,588244,60,1,1
8840308c-9ffe-4983-ab7a-3d96a0073de1,18682,707804,24,0,1
7450cd6f-5501-455f-a373-6e59a63f03cb,24825,674326,42,0,1
19a5898e-4e07-4053-a15f-b8eb1fde34ab,21452,299841,48,0,1
b6d5c83a-108e-4ab5-b2dc-c88fa8ca9270,16886,306884,6,0,1
81d91cba-3f55-4fa8-bbce-1c126ff7ec12,19646,269116,36,1,0
8b4bec3f-86e9-4c3a-b36f-ef3cea332ea5,17476,691385,24,1,1
19b3f593-5ee1-47c2-864f-a7262b1830a9,9162,292365,36,1,1
5368d069-1039-492a-ad04-6605dc9d4df1,35348,599896,24,1,1
73c695df-d787-4e5a-bff1-90b16bd25485,19533,916693,36,1,0
551611c1-e3b0-4139-893e-d2a1cf3924e4,11465,275440,24,1,0
2cdae4b3-d7f5-40b5-a293-ef9c08c813a1,20786,992598,54,0,1
8a946dd9-ea69-4fe2-898c-0098532dbc62,13753,393984,42,1,1
1113cced-2f21-48b3-bda2-f04b5cb81b7c,23343,211254,18,1,0
48c36aab-8827-448c-bba5-b8dbc562d72e,15949,718931,48,1,0
606b302b-c245-4228-8c7d-b1198f9124ef,8582,472224,18,0,1
bf96fbeb-0967-4f2d-8ea2-dca20a3a1915,14136,506485,42,1,1
6188517b-ab0a-4cb6-b213-567693d0cadb,19814,678493,48,0,1
b616b969-1dc2-474b-97c8-6c90d0f13ca7,27655,391500,60,1,1
67f14837-bd94-40e2-ae38-5db72bb1606c,31098,842803,18,0,1
9cbf4cf2-d5b4-4afd-86b5-0db564c7d8f3,22641,898164,6,0,1
0e26691c-e71d-4f79-8387-08eaf3bc3f40,26073,849481,36,0,1
c87dfd3b-ea16-4b8c-9fd1-ced3170147ba,20678,755489,60,0,1
d45c18a5-30b1-44e3-bb2a-a8aa304bae11,17923,856285,6,0,1
3ea91990-3388-430b-8c47-552956e9ffdf,22925,529149,48,1,1
595ec75d-0280-432a-bbd5-9371ced7c61b,31821,691160,18,0,1
bfae339f-c204-439e-be30-ae63bd833973,22187,652019,6,0,1
9a8fd716-843e-4988-920f-70bb43feba7e,16706,799712,36,1,0
612413cf-acbd-4a76-b240-f3dd97c9e832,23182,264013,30,1,1
a918d643-348c-4fbb-9916-7d385e41cf06,15194,630248,30,0,1
339e72c7-f5de-4c83-b870-4f4023259740,14180,888164,12,1,1
3662c64b-d2fd-4ea3-896e-1afa39d8e71f,24354,812686,24,0,1
5f2cd2dc-9974-4cf3-97cb-9060c7518cef,15178,820241,54,1,0
82d14002-6eee-43cc-b893-93560e9d24b4,21115,751330,48,1,1
ffaf0681-f6db-414b-9159-0993563a8722,20457,494640,30,1,1
ba486c22-b1a2-4e46-a61a-09b252db70a5,10489,843816,60,0,1
68c10b8e-5495-4f68-9f4d-bd2a9970566a,24921,259765,48,1,1
12af916a-d69c-4ab7-bf25-a1e8503c1c81,24702,621773,36,1,1
a0839bda-f2cf-44a3-909a-53e38be81a04,15709,490127,18,0,1
3e1348c0-4307-4e42-9388-5b6e4b68be85,33573,663239,48,1,1
a782e061-e1a2-4727-a13c-56c3d56f6d2d,11826,681053,30,1,0
da97b3eb-3e75-44ed-b008-4da5a601fcff,25515,324430,54,1,1
3781add7-c495-445b-ae51-482c59911cf1,13229,979588,6,1,1
86881263-6f4e-45a3-8717-8d57c183170a,31090,106259,54,0,1
d05de728-7a73-4bed-aeda-538b6ef44ffc,20273,367153,48,1,1
f7577262-8576-47af-a472-6dbaf06383e3,31236,115038,48,1,0
944276a0-6ec9-4985-b794-851b826f02b3,20464,192572,36,0,1
2eec553d-e1b3-44e0-9587-c946f491afcb,16940,625518,42,1,1
b77a2876-1576-4040-b685-a0bace7a3c93,24239,779786,30,0,1
d7d4008b-36e4-48de-b1df-7d6f883b19b7,28907,539136,18,1,0
14888921-b600-4f94-bd53-ece7f41bbbba,14813,497822,54,0,0
e1eef601-96d1-453e-b376-7cdaeeb2ad4b,21620,810302,18,1,0
23bd6efd-3d81-46ca-8f1e-4c6865f4a3ec,15270,964462,48,0,1
9c9aea9d-b180-4e68-9bab-e43026eadb49,13054,363033,12,0,1
dbcbdad1-82bb-44c0-974d-0dc62eb433d2,23294,679460,54,1,1
a9edb9f3-53fb-4146-bf6d-c6c47b80462e,22569,763825,30,1,0
265d2e22-e057-4df5-bbb0-f21738730e26,25377,612703,42,0,1
e135c9ff-6ce1-4434-9a12-723980166e00,26747,597607,36,0,1
65d13187-e780-44f3-8f51-8da1435ad22c,13026,282373,36,0,1
de467bd8-d20b-4200-9d62-5570e38566c3,28441,473070,42,1,1
9b586851-b999-463b-b4a7-85c5801b96cf,27227,897937,36,0,1
c3ef0ec2-e13a-49b4-a8ff-f5f5424e6a1e,22550,238645,48,0,0
59aa8e93-65a6-4b56-b055-48289c80ee46,15753,497094,6,1,0
9aeab804-bbc8-49b2-a31f-18c6385fb1ae,35189,911207,42,0,1
bd05411e-1fa9-4701-8771-6d5a6262c737,26063,373181,36,1,1
c4b55581-e4df-4afc-bcff-5a7800d207ad,25955,671760,48,0,0
04d85722-4735-47d6-bb1e-f988add5f48b,20778,675845,42,0,1
c28921f9-c2bd-4b48-921a-ab018d405cf3,12569,226741,18,1,1
758c8b0b-ca2c-4216-b9f0-47bbb9ba7a7d,23232,584709,54,1,1
6f48fc16-cf72-4610-9b1a-13fb769c2ac3,34051,276524,60,1,1
1dfdc78d-c6d5-4bf5-bd1b-f74d2655e74e,16670,821469,12,1,1
e755d1a6-abea-4a7a-964a-3249eaa071e8,23112,313462,48,1,1
fbf282f3-cfec-4263-ace3-d38d7b0ee8bb,17837,202841,48,0,1
3ac9abf9-3144-478c-aff9-ea47fd4e31ae,25860,695891,12,1,0
4307549a-2cc1-4d52-ac80-d47285a23862,26187,861197,6,1,0
636492e7-f352-44de-abe2-bf25c6701701,19973,755616,42,1,0
edfcc8c3-0853-427d-9b00-df5d59ca3756,26883,768588,6,1,0
5a3a0457-7392-42f6-9c40-9b5793c73f46,17705,344258,60,1,1
11b46f8c-31cf-4a5b-a473-4619d47c38d7,9516,362862,18,0,0
a75416e2-17ba-4df3-a169-12543715e45b,17123,922699,6,0,1
d3fff0a7-6c2b-411a-aa6a-a5fd5b347caa,18590,161045,48,0,1
d388b101-ec0c-4874-888d-10a82ea052bf,34566,637807,24,1,1
52053b7a-2d3f-419f-bdb7-3418944c58fe,12740,119848,60,0,0
d239f15d-e34c-47c7-922f-a31b02ec9454,24706,289430,48,0,1
1d0abc01-4fbd-4c24-b1b2-38281e0a4a1a,19925,739551,36,0,1
fa83b5f3-a391-423e-8183-3b46e9cb2040,11801,617035,60,0,1
cd56014b-f233-4272-a340-6333aa7564f5,17802,458686,60,0,0
4e708a4a-5a13-4ced-a87c-d479ee0d8c19,22850,310460,48,0,1
8be1cdf7-9dda-47b9-9545-79aa2ef2284c,32000,476418,30,0,1
552680d1-5508-42a2-97ee-8629b5c0b7c7,19973,197877,48,0,1
02d15f15-02d3-4ee1-84ea-65b110aa7bbf,22390,203115,54,1,1
e983ac99-1027-46f8-97a8-092803dfac98,29980,719570,60,0,1
52e6f198-f9bf-4b9d-bf39-fa5c73fbec57,18018,596521,24,0,1
1184cd22-48ac-4b81-bf5f-6908054140af,27032,955911,30,1,0
01ec8141-fa27-4b1f-a4d6-08cacb0f6496,9188,804131,30,1,0
e6c52699-12d3-4558-8866-0ccd0b377b20,13736,416988,60,1,1
31151d7e-e8a5-4078-bff5-31fdbd9a4c9a,25090,256890,6,0,0
7880b6cf-a252-44ec-865b-af2602c6a3fb,24285,932779,54,1,1
4bd756d9-9df2-4308-8305-613a4915af30,23775,583848,12,1,0
9cded69a-b0d3-4184-be79-2d2585d42587,26901,113534,24,1,0
4c7ac8cc-8aa5-4fd9-8278-dfe1f142dc61,14431,454087,30,0,1
563922e0-134b-450c-8581-2c95d8b12878,21458,947296,54,1,0
132ca9f8-120d-4f39-b476-b3e1d9589dc5,26843,763055,48,1,1
06a1bdb7-a77c-4a49-a607-ebcd453c7b44,15999,679394,24,0,1
27d5492b-6813-4bea-892c-74d74724a2e3,16472,734253,24,0,1
2e7cf8de-48af-4694-91f5-1f69b39c18a3,18984,135430,6,0,1
8dcd5667-e8d2-412c-a441-d9ea77e0d3a8,31033,584917,6,0,0
4a09ff88-bb9e-430c-a69b-00c1ea71c0a6,11920,975951,24,0,1
82318d5c-004a-42f3-9c5b-6ec08cb0ee03,20798,625483,54,0,1
9bbaadb5-84da-4062-8277-711baa0c095e,13357,521582,60,0,1
8f35660b-61c8-45d6-ac62-1518917f17f3,30983,987568,36,1,0
b98e9afc-6a29-40b1-9e04-2581a55b27f5,25060,145690,18,0,1
6aabae2f-39d1-4aba-a744-ad1a4a92a226,14952,210199,42,0,1
475c1a95-2599-4596-a22f-05474ef7c8fc,18551,662073,6,1,0
97a9a2d0-587c-4c9d-96dc-2f7972a634f8,26192,822776,24,0,0
25c4a921-b38b-44c8-a54e-0f3686541ec4,21736,708351,24,1,0
aa94f5d1-519e-4646-b7e9-80bb9ea865e0,20709,713100,36,0,1
67b644ab-1db0-4536-a047-e4f96dab34a6,20947,853547,6,1,0
0b5049f9-df22-43ba-b599-1dff253b2fda,23859,563644,18,1,0
889984ed-2677-4ea1-9af9-372163d8d972,9106,844373,24,1,0
96ab11e4-0d55-4688-832f-9f27b0caf987,13184,146816,36,1,1
383f5326-943f-43c1-8ae8-09df95f2f512,13432,850404,60,1,0
2bbb81b2-d74c-4e8c-a1b8-fcbf5a01bf16,24644,732216,30,0,1
38039c70-631b-40f4-9f30-bba269901f4d,24807,296446,24,0,1
be1577bf-fb1b-48f8-8fe6-57da98a9cd81,11926,138334,12,0,0
82f00e44-485f-4591-96af-b9dd034834c2,19215,862602,24,1,0
a80af8db-3255-494f-b542-cc489532507d,8468,751979,48,1,0
b54b82f4-85ab-4b89-9c09-695f85e9e140,22017,967505,6,1,1
2f369ceb-43fb-48c0-8211-d3b4cc6b3fdd,18185,528235,36,0,0
56d3ab36-d959-4bbe-89e6-531eb1264a8f,25068,640980,30,1,1
539444d5-98ff-4e69-be57-a5c3d3e4b180,17547,220545,54,1,1
f53702c9-029e-4d25-88c9-ae5dceb03e46,29406,498835,12,0,1
2d3e5d2f-e1cf-4761-a3be-57534a9ad58d,22126,432391,30,1,0
ade34da8-c31f-4172-a838-f8c1d055f117,22569,871343,6,1,0
3daa0552-f3e8-4fc4-9c48-a337dd4cec66,18686,254997,48,0,0
55546d1c-4f89-437e-91af-d0644473d116,23514,921943,60,1,1
cd9f4bca-9962-4177-9a08-8be3bfb71218,14786,856017,54,0,1
78bb9d68-6b60-4f91-9241-929e5e8767f8,17115,737472,30,0,1
93097539-8331-4015-9f30-8f51a5c967db,19640,955080,54,0,0
fe609cf9-3177-4eb5-98e0-d7eb9e258569,22910,142892,60,1,0
e8530fd0-f8a5-4e10-a484-daa82521821a,29461,958665,18,0,1
edc6d88e-e6af-461e-8b61-22067e4050c5,21450,817627,6,0,0
618ca702-5ccf-4a60-99b4-0c4e4d1f016c,32928,428248,30,1,1
54f91766-a6cb-4bac-9ff0-b75945d7a78f,16777,959735,30,1,0
85d6138e-a7c5-44c9-9948-d75e96168e46,27391,629227,30,1,0
c5f4c1cf-fdd7-4ebc-afb4-bb87a18eec6c,12940,705755,18,0,1
799919fa-3f6d-4d1d-97c3-673686289405,17923,854695,24,1,0
5b13ce28-2b81-4692-9bd5-82791eaad1c6,21884,252483,60,1,1
06a236b0-1f99-475a-a83c-38ac512ca979,33397,786227,48,0,0
ce655df7-b864-4675-bee6-0a697e7b9aad,21528,892353,12,0,1
eeb86f79-ad06-4480-ad32-21118cc32bd4,15053,180528,24,1,1
23f816f5-3951-4ff0-a870-3b6d111666d3,19035,804351,12,1,0
4121346e-cb8b-4ce4-8f80-65f1356769d3,17061,832882,36,0,0
83017514-a8a2-4d70-a72c-56f749d46530,25866,975392,48,1,1
74f4784a-2ba5-4524-b5e3-7684e448d168,19553,333536,18,1,1
2690260f-e744-431f-bfce-dbeac8d799d8,19782,555190,42,0,0
666ede13-d270-40b3-aef3-3ede91dff36f,23071,865319,18,0,0
b7b262d3-896f-45c7-80e5-ef7798da47a4,36592,725836,60,0,0
9aad14df-277d-4a4c-9c11-965c3216763b,21573,685792,42,0,1
c0b31686-db22-4081-a27d-9b05644442b3,26286,467272,6,1,0
ba91eaf0-5b05-4c90-a5f4-2020e9ca7b6b,28896,189198,42,0,0
b98a6d3b-dd9d-4d96-abac-f67b07fc9b1a,25396,748456,42,0,1
603ff2a8-774a-40a5-8246-87a7830c76ad,21762,644132,60,0,0
42586247-a6c9-4899-b441-cffcfc74fcb4,12200,403658,48,1,1
8a48218c-8f76-4507-ac1e-dc37d09597a9,15469,653701,54,0,1
aed8cb7e-4c31-43cb-b8e0-c08d0f0f01ba,13783,357599,36,0,1
0de0a994-9e17-4ad5-b8ba-ab9910b6c915,25502,533689,24,0,1
eb583d28-62c3-4bf4-9295-56ec489f83bb,18984,520080,36,0,1
571762a7-fb4c-45bb-8c9e-0ae904a63e94,10344,603351,18,0,0
562c7538-1a27-4b51-b78a-49180077b387,21141,127198,54,0,1
eaa924f7-ffcb-4c3d-b423-13fa3c91c571,25642,918143,12,0,1
4f38b0db-c29d-4a8c-9fdd-b5205d143841,18543,784536,60,1,1
e7bcf03b-28fe-41e8-899f-49f72e7ae7b7,21486,724461,48,1,1
43bdbfae-ea56-452d-988e-6238c70e057b,29479,225210,30,1,1
b9c99da6-9ab3-4dd5-86a5-2f2e86f1b165,19202,852183,60,1,1
a87b7bfb-3d4f-4912-8734-06f50516f3c9,10271,327031,12,0,1
f97da3fd-59ee-4557-a4a3-b5dc023a4e54,16591,138979,36,1,1
03266d1a-a590-4869-8629-dfc165362a64,29361,375843,36,0,1
9cd47f62-7832-4db7-a92b-c109bef464c2,18434,392146,12,0,1
b9583244-5574-4111-bbd0-fd45b48592c0,24961,314905,12,0,1
c30b483e-6213-4d69-a252-725b6d10e57f,31265,973994,12,0,1
a7c26760-88d5-4743-ada4-695be8802c88,21819,764471,24,1,0
ba4f0ea2-2b3f-4244-a9af-7ceb10feb97e,22249,433528,54,0,1
0f908077-0cd8-4475-9836-831d24d15e30,8705,116317,54,1,1
08931261-31a2-478d-9f6e-e49d9d9db295,8824,841199,42,0,1
6d212743-6291-40c0-a70e-61f817158e0b,24645,671067,42,0,0
55b549a9-2b19-461d-9e33-4f9e6e5ce217,12089,156304,12,0,1
69f97080-7373-4dc5-aaae-1af3384a9054,19121,632180,42,0,1
da1fd3ac-9553-48d2-aff8-2fe2adf83958,19232,373881,24,0,0
d24e448e-7433-46b7-b8f8-e59e408620ed,21023,917420,36,1,0
3ced42c7-0b69-4576-bcfd-adb425b73400,14305,763724,24,1,0
3c092fda-f2a2-4bc8-b6e0-ae1127c098cf,25906,121167,42,1,1
00d21806-c249-4d84-aed0-974e1b0733f2,15473,637082,36,0,1
a593ad8b-3d48-4d5f-b685-644f25a06359,40861,862658,54,1,1
ee95c3aa-25b9-4a1c-9a99-b3e732bdd003,20452,890048,60,0,0
fc4d2c48-f491-4e7d-98df-5426b2dfeaec,25152,876856,36,0,0
77d3d490-72a4-4e01-a37d-f450eb5dcd42,19375,531437,60,1,1
7f3805d8-adf9-4d9d-8589-50e3d8f18ca6,15541,526939,30,1,0
4a16cb9b-04ec-4a56-b8b0-2ea6a56dc459,21916,325932,12,1,0
79adb2f1-96e8-437b-abfe-a49466e9d950,22563,219166,18,1,1
c8e91ac4-98b2-402b-bf7e-c339728d7811,13439,853281,60,1,0
02a688fb-ca8a-4a42-a8aa-f8eb9598efb9,24389,240603,42,0,1
25296c72-3971-4b36-82f6-d5af6929c3df,25726,835544,24,1,0
f5935887-4413-4d12-8d37-7ecdc7e38ced,38531,166742,18,0,1
1300bd27-a51e-4b7f-8d9f-c0dbc1e13eb9,16581,339702,36,1,0
2d74b579-2592-4c0a-b79a-6629acd00052,33181,529013,42,1,0
a75b7381-035b-4879-b371-38ba480c6783,26255,434058,24,0,0
2be23166-d1b9-4b04-a71e-b6c377480e4c,20160,342233,30,0,1
8059e46c-6f72-425e-93c3-2101349bb709,30287,814100,18,0,1
5dd941cc-d325-4fbb-9c6b-0018fd0e59f6,17975,548050,6,1,0
d3ebc167-9d99-492a-a63e-bd60ce0a08bd,28626,130409,42,1,1
ffbdcdd6-441a-4db5-abcc-93e29fad1011,20129,593024,24,1,0
455fc00d-6404-4d79-a6ef-c185d2d74758,23284,492009,48,1,1
e6b305c3-872f-4753-9403-47a9a0471a6d,17240,447192,54,0,1
a9112222-c034-478b-97f9-b82b8ee5cbc4,20022,626784,24,0,1
35c19df6-c29b-41ff-a417-041e0faf7eee,29751,924591,30,0,0
555e6848-5e6c-47b2-87f1-46db8db56581,19384,194619,6,0,1
0c50718b-f86f-4c5a-bcc3-1455b2d65fc4,27263,766021,24,0,1
f6a5f85b-f74e-4bff-9304-dfa63b837d2e,21502,639507,36,1,1
fd9edad9-d302-49f1-b029-9f9442ced28c,10256,239487,12,0,1
49c72338-0b9d-42d9-bc55-068bfe0587e7,37222,777823,6,0,1
d8357342-1ca4-4a28-bd76-4deb9fa83bb9,20845,234995,6,0,1
af6491f0-143e-4e84-9168-fe196319295d,12831,642266,6,1,0
bc19651a-3967-4d91-b3bd-70c5b4eb4bc7,21368,182890,42,1,1
98e15b37-5fbe-4325-99f0-68361d16082f,15430,163132,18,0,1
040b5135-d6b2-402c-b36c-0c553c198c5f,30668,961523,60,0,0
4e44792d-439e-4cad-a767-69219be5b6c6,16407,271273,12,1,0
b42f6533-a3fa-4b13-b296-872a8c7d8f89,21153,747350,18,1,1
9b72d0cb-96ad-4c30-994f-b8b45e3b5443,15407,151057,54,1,0
d98a9b96-c9a0-49d9-9d53-f42d1be034bd,27907,375498,12,0,1
90737782-4265-4c7c-96e9-fcfa272f9bb0,21283,825314,30,0,1
abed54ac-dd1c-4c0c-abc0-f50c2e4ed7f3,8606,136327,12,0,1
ed3eb58e-2288-4d99-a2fe-f68abe3ccc70,28814,492331,30,1,1
1ea5972d-8bcc-427d-8d66-76b50b6f2485,19145,551855,36,0,1
ca39e8be-d351-41fe-9148-d302210ccd83,29911,292808,36,0,0
8b5c91c5-8bbe-4daa-b770-ef29add46cb1,17688,177272,42,1,1
4f0fa4b3-e28c-47d4-9458-251b47892169,25190,924325,42,1,1
d59d4479-9287-466c-8fdf-b7289c7cec55,23978,596284,6,0,1
655622ea-0539-41aa-8cd4-5f2b9de885b2,31966,655591,6,0,1
8f7a3616-fb07-48d9-b086-be20c9b31e6d,23065,595826,36,0,1
3cbe1b44-e0ef-46c9-aed3-1e9b0266beab,11870,229139,54,0,1
493526b7-5e24-46a5-ae04-7189eef3d1a0,19394,629694,42,1,0
9d91b4e0-edd0-4eb9-875f-234c2bdc27fd,23292,205164,6,0,1
4f87e05f-e54d-49b5-8caa-b285a2762e3c,28225,953937,18,0,1
74574fa8-7efd-464f-86e8-8c4d3b729c39,20859,146508,18,1,1
19f39973-3e8f-410d-a360-53e76bd31381,31993,585026,48,0,1
8f34241e-a614-4e08-907a-d88671e23814,25699,252786,18,0,1
ff328bae-17a8-4f2a-90de-c6a3a4538d7e,22817,195470,18,0,1
5a450bd4-beda-45be-930e-189357afc542,23598,423615,6,0,1
e13d195d-347a-414d-8b75-f39e1315cbd9,24356,546957,30,1,1
6802f653-699e-47dc-9d09-974d949cdcbf,16747,155949,48,0,1
352852a6-e8f5-45a6-9779-1f5a22825ac2,18632,354990,36,1,1
24412ae9-380c-4c4c-94c5-0f00f32fd9da,27141,134595,48,0,1
da442ff1-2747-484b-a933-0ad8d551d7ca,10562,397458,60,1,1
2af3d947-e2d5-4cfc-9f02-7350e87f87a3,24220,630738,60,0,1
92e4b80b-c477-4cdc-9f9c-b31bda777ec3,27430,693345,48,1,1
e9451180-1ac1-460a-8f0b-b2f2f03a7553,12254,684601,30,0,1
d07aefc8-00b4-4ae4-a8d2-095cdc0eed16,16491,547979,24,1,0
14f5c96d-2146-4a5a-b8da-7f8b8b994710,20089,507403,6,0,1
4819be06-ee06-4576-93a2-e5c9414c0567,19880,732636,48,0,1
192603aa-fc1c-4f0b-a764-e1f175139bc3,32346,552880,60,0,1
d81e6e49-e516-4942-8d94-46c21f6a34ec,12176,776004,48,0,1
b742a9cd-fa10-4a63-b34d-b831fef6a08f,15335,179610,42,1,1
037b1c17-46b2-48b7-8fd1-e8274defea6e,26775,867015,36,0,1
15b8fbef-59e4-4f0f-b593-b677c0438336,24248,779769,24,0,1
9b08b0a1-e17a-4d49-a50d-1822c711c576,21928,738713,48,1,1
9d4d93fd-4db5-43fd-be6d-7672d5d81d74,16613,384218,54,0,0
5aa38cda-55e1-4f6a-a8d3-f5a520349de2,20214,119263,18,0,1
21993322-d261-4da3-899b-5d3246b12f51,22743,264445,36,1,1
9f8235f4-dcb3-4357-a5de-f7778c4b3cca,7855,147562,48,1,1
4346460d-ce0b-40f0-93dc-22e744899a25,16285,707859,48,1,1
dfa37b48-5240-4d97-b394-e2bf7acfa114,10139,391988,54,0,1
09dba27c-202b-4f7f-8343-1590f6465323,19311,238736,12,0,1
c66121ea-a6c9-4ec7-83e8-357efac762ab,25054,935943,54,0,1
7c666d15-916c-4f5b-8b0a-de3a3d238821,32939,105194,12,1,0
50a924c6-25a9-4f3d-a84f-9fe8c782e2c1,19167,735308,48,1,1
079a1d7e-f30a-42db-833a-17188e2d26e3,26228,556391,12,0,0
c9f79f65-6652-4e09-b3fc-b36f98a59e0c,17040,182532,48,1,1
4e569d93-dfd0-475c-acf2-b31b49be06f1,22026,727041,42,0,1
6a72143d-3dc1-4061-94ca-2369ac0473bc,18648,736663,6,0,0
fc21fb23-8ad2-4d7c-9517-60129b86501a,567,333178,54,0,1
f2933c6c-6330-4bf6-9e48-c91bcadf420f,6873,506967,18,0,1
60f2b1d7-db9a-4bfd-bdf4-8c90bce6ee72,20831,741200,36,0,0
61ab235f-03a5-414f-bc0e-93b1f56cffcd,12884,650463,6,1,0
3dde9b10-8655-4bbe-94e0-df4a45aa1f7d,13743,838354,36,0,1
4a2e1e32-c556-4dca-b0bc-2e09527df30b,21400,120575,48,1,1
7e05f38f-635c-413b-8328-b2d07e971477,19195,249051,30,0,1
40741261-145b-484a-bff8-ed5a3c69fce4,28470,279470,12,0,1
cdf9a7c9-e2e2-45df-9535-1d0ff1b8a94c,28178,655653,60,1,1
3b71fd11-e963-43f1-a0ba-908f37bbbb7c,25132,346274,54,1,1
785aee1a-7c69-43cb-b1c2-5da857731b62,17885,739561,60,0,1
7a374fba-5d0e-445e-9937-ab607be9d724,10816,371885,36,0,1
82d94918-5cbf-4462-b6f6-d0af934ec8d6,22321,324597,54,1,1
5aaa72f4-5dbb-403d-a824-7f9a1a862162,18577,131938,24,1,1
fb75a02c-716d-4978-8e33-ed6dacd71bad,15303,874241,54,1,0
4ada7ad7-ec5e-4958-9f12-9e54ce6f86e5,21311,507569,36,0,1
68d623a4-59ea-4850-b1f6-b370c0d48bb0,3291,774700,6,1,0
b433b38c-8017-4d18-83b0-c1cd8e16ab45,31815,961002,12,0,1
4febd90d-dfc9-44f8-b822-f0048a8c4d7a,20596,449021,30,1,0
6328ce03-5476-46fc-97ef-99f0ba39984e,16079,762271,42,0,1
47c3159b-711f-4f0d-8f89-09985ba04b88,19301,557662,54,0,0
d18e2611-49e1-441c-8a31-1e917352e996,19701,950462,24,0,1
650e4f19-aa9d-462f-ac60-ed557c60e4c4,19118,947341,42,0,1
da3455b7-6e3e-492a-9a3d-a6f251810bbe,22772,467554,54,1,1
9e665969-11e7-4f97-add6-f9a297a8d6ef,24684,425100,6,0,0
a4508e33-ba2c-4d79-b1eb-2b44a3c14248,33269,712639,54,1,1
696d2241-5c14-49bc-a0c4-a68bf173c571,27111,227953,42,1,1
64d1d993-d333-4213-9127-c820912de8bc,18904,372766,48,0,0
b4cc82c0-5ff9-4381-a87c-464e522af40f,28647,167228,6,0,0
e503b363-777b-4484-85d9-6c958cd3bed2,23892,988502,30,1,0
eb9f0bed-c17b-4645-b329-46bf7bfa2bdd,13625,212303,42,1,1
0ebb3135-fd4e-46f4-be8b-ba4546490b4e,18015,911380,42,0,1
44bb0c3a-1353-4ba2-b43e-43198ab2a128,25848,518338,6,0,1
0aeac870-c253-411a-a4fb-c74a040a1e15,19552,265436,18,0,1
7746e83f-dc29-48e6-94e1-dfb16dfe9cbb,29685,408247,54,1,1
d02565f1-95c3-47bc-a7e0-2ddee1b8ec9e,33845,363869,42,0,1
38eedc8e-cf64-48f3-9faa-40752ad85730,21061,409955,60,1,1
80bd21ae-42f0-45fa-bc63-ab659abcaccf,25937,456912,24,1,1
084b61fd-1e45-4605-9bfb-18cbcfcdbd06,34678,528629,30,0,1
27239552-fecd-43cf-8e14-17373e64430d,15331,669493,12,1,0
33cfd7e0-cd85-4eee-99ed-108d0e6ac7d1,27593,258899,6,1,0
446b1a7d-95d4-4b90-abbd-623ad2f4cdb4,27113,653180,12,0,1
3d955fe0-a574-4601-a470-f3ea43953e9f,16850,778148,12,1,0
67570bed-0794-4b34-a4d2-644f39b833aa,23381,350455,42,1,1
aa5ea927-c0f8-497d-9745-da777f678d2f,21611,475063,48,0,1
4d2cdcf9-85f3-46a1-a4e4-92ee45259da9,11948,894197,42,1,0
b89726e9-60c1-404a-bc08-e617ce395677,27348,960953,6,0,1
5fcf2349-f270-4bc3-b627-632e87e0060a,17244,384939,24,1,0
f7eab05d-847a-4c54-bae0-b794f1f50bef,21021,595062,30,0,1
8a2477f6-0a3f-4565-8c01-82e0695ffc93,17447,433881,42,0,1
8fbe2989-3c90-43bc-9d3e-61c66e4e6ddd,24094,595695,48,0,1
4e79d352-e87d-4ce8-8c43-5b702c949841,15766,921336,42,1,0
